CustomerID,TotalRevenue,TotalOrders,TotalQuantity,FirstPurchase,LastPurchase,Tenure,AvgOrderValue
12472,16249.29,19,10378,2009-12-14 10:49:00,2011-11-07 14:01:00,693,855.2257894736842
12473,3928.05,5,2414,2011-06-01 10:15:00,2011-11-10 13:46:00,162,785.61
12474,12372.75,31,7940,2010-02-11 09:41:00,2011-11-22 14:39:00,649,399.1209677419355
12475,1149.64,2,771,2010-10-26 08:49:00,2011-10-17 10:10:00,356,574.82
12476,14083.91,23,5631,2010-07-26 09:04:00,2011-11-24 12:40:00,486,612.3439130434782
12477,20276.37,9,6119,2010-03-26 14:01:00,2011-11-17 09:51:00,600,2252.93
12478,680.99,1,236,2011-12-06 09:56:00,2011-12-06 09:56:00,0,680.99
12479,527.2,1,385,2011-11-28 13:26:00,2011-11-28 13:26:00,0,527.2
12480,5464.85,7,2952,2010-07-20 13:21:00,2011-11-11 14:52:00,479,780.6928571428572
12481,12185.51,15,7158,2010-04-11 13:10:00,2011-11-17 08:29:00,584,812.3673333333334
12482,23691.4,29,27042,2010-02-24 10:24:00,2010-05-12 16:51:00,77,816.944827586207
12483,5097.18,19,2160,2010-01-31 13:28:00,2011-11-22 17:02:00,660,268.27263157894737
12484,6354.1,12,3266,2010-01-27 16:41:00,2011-11-07 11:37:00,648,529.5083333333333
12485,708.1,1,414,2010-06-28 15:22:00,2010-06-28 15:22:00,0,708.1
12486,1037.28,1,523,2010-10-04 12:14:00,2010-10-04 12:14:00,0,1037.28
12487,285.3,1,174,2009-12-09 11:36:00,2009-12-09 11:36:00,0,285.3
12488,1298.66,3,529,2011-09-25 10:34:00,2011-11-30 08:50:00,65,432.8866666666667
12489,334.93,1,105,2011-01-07 13:13:00,2011-01-07 13:13:00,0,334.93
12490,9823.64,21,5906,2009-12-01 12:52:00,2011-12-04 16:07:00,733,467.79238095238094
12491,460.40000000000003,1,260,2011-11-01 12:18:00,2011-11-01 12:18:00,0,460.40000000000003
12492,715.21,3,444,2010-11-01 14:58:00,2011-10-07 15:15:00,340,238.40333333333334
12493,433.74,2,207,2011-05-26 14:53:00,2011-06-27 10:17:00,31,216.87
12494,1815.27,9,979,2010-05-12 13:52:00,2011-11-24 09:34:00,560,201.69666666666666
12495,357.4,1,130,2010-03-09 10:53:00,2010-03-09 10:53:00,0,357.4
12496,45.34,2,30,2010-03-29 13:57:00,2010-03-29 14:06:00,0,22.67
12497,6248.5,3,5685,2010-03-05 09:39:00,2011-09-19 12:29:00,563,2082.8333333333335
12498,403.70000000000005,3,159,2011-10-13 09:30:00,2011-11-18 12:53:00,36,134.5666666666667
12499,393.72,1,302,2010-05-28 15:12:00,2010-05-28 15:12:00,0,393.72
12500,5955.21,19,3377,2010-02-04 15:05:00,2011-11-16 16:20:00,650,313.4321052631579
12501,2169.39,1,1783,2011-01-07 12:28:00,2011-01-07 12:28:00,0,2169.39
12502,3723.87,5,820,2011-02-03 10:41:00,2011-09-05 11:52:00,214,744.774
12503,1126.0,1,561,2010-05-04 13:59:00,2010-05-04 13:59:00,0,1126.0
12504,779.05,4,458,2010-04-22 10:24:00,2011-11-21 16:02:00,578,194.7625
12505,955.2,1,324,2010-10-27 09:18:00,2010-10-27 09:18:00,0,955.2
12506,73.5,1,23,2011-04-21 08:54:00,2011-04-21 08:54:00,0,73.5
12507,1844.06,4,1256,2010-05-04 09:23:00,2011-07-28 17:09:00,450,461.015
12508,397.88,2,271,2011-11-10 16:27:00,2011-11-13 15:37:00,2,198.94
12509,176.5,1,55,2011-02-28 14:45:00,2011-02-28 14:45:00,0,176.5
12510,5178.02,9,2049,2009-12-04 13:47:00,2011-07-20 10:15:00,592,575.3355555555556
12511,3084.02,1,1753,2010-10-07 10:39:00,2010-10-07 10:39:00,0,3084.02
12512,132.18,2,96,2011-10-04 14:53:00,2011-10-04 14:55:00,0,66.09
12513,612.29,1,462,2011-08-19 10:51:00,2011-08-19 10:51:00,0,612.29
12514,1597.76,2,840,2010-03-08 12:18:00,2011-03-17 16:38:00,374,798.88
12515,383.7,1,131,2010-12-21 15:43:00,2010-12-21 15:43:00,0,383.7
12516,2648.62,4,1952,2010-04-19 14:14:00,2011-09-23 09:13:00,521,662.155
12517,2481.6,5,1361,2011-06-02 15:13:00,2011-11-11 14:04:00,161,496.32
12518,2056.89,5,1318,2011-08-21 13:18:00,2011-12-09 10:13:00,109,411.378
12519,716.54,2,387,2010-08-20 08:21:00,2011-10-07 09:26:00,413,358.27
12520,2634.26,5,1439,2011-03-11 11:35:00,2011-09-21 15:23:00,194,526.8520000000001
12521,599.68,1,309,2011-07-20 10:51:00,2011-07-20 10:51:00,0,599.68
12522,192.72,2,194,2011-10-19 14:41:00,2011-10-31 15:30:00,12,96.36
12523,4352.35,23,2263,2009-12-07 13:46:00,2011-11-20 12:55:00,712,189.2326086956522
12524,11126.11,17,7178,2010-02-08 14:41:00,2011-11-30 15:31:00,660,654.4770588235294
12525,973.73,3,509,2010-03-02 14:01:00,2010-07-29 16:08:00,149,324.57666666666665
12526,1316.66,3,632,2011-09-06 14:19:00,2011-12-09 12:09:00,93,438.8866666666667
12527,735.51,5,526,2010-06-28 15:37:00,2011-09-19 11:55:00,447,147.102
12528,1933.48,6,756,2011-01-31 09:05:00,2011-11-30 14:40:00,303,322.24666666666667
12529,316.48,1,192,2010-06-29 13:10:00,2010-06-29 13:10:00,0,316.48
12530,3759.26,9,2713,2010-03-07 14:37:00,2011-10-11 12:34:00,582,417.6955555555556
12531,1933.2,2,1119,2010-01-22 14:17:00,2011-11-25 11:12:00,671,966.6
12532,349.83000000000004,1,153,2011-11-09 13:47:00,2011-11-09 13:47:00,0,349.83000000000004
12533,1367.89,2,704,2009-12-01 11:50:00,2010-03-22 10:56:00,110,683.945
12534,1089.18,1,651,2011-08-01 10:26:00,2011-08-01 10:26:00,0,1089.18
12535,716.35,2,219,2011-06-06 12:47:00,2011-09-09 08:48:00,94,358.175
12536,12601.830000000002,3,2803,2011-10-11 14:52:00,2011-10-27 14:20:00,15,4200.610000000001
12537,732.94,1,449,2010-10-27 08:36:00,2010-10-27 08:36:00,0,732.94
12538,640.45,2,336,2010-11-26 13:02:00,2011-11-10 17:16:00,349,320.225
12539,11214.75,7,4535,2009-12-23 13:00:00,2011-11-17 13:30:00,694,1602.107142857143
12540,22254.49,33,11019,2009-12-07 16:56:00,2011-11-20 11:31:00,712,674.3784848484848
12541,981.18,3,680,2011-03-04 09:32:00,2011-11-10 10:40:00,251,327.06
12542,481.88,2,522,2010-03-09 16:26:00,2010-08-12 19:12:00,156,240.94
12543,980.25,1,688,2010-09-17 15:51:00,2010-09-17 15:51:00,0,980.25
12544,372.7,1,136,2011-11-03 16:15:00,2011-11-03 16:15:00,0,372.7
12545,1000.39,2,523,2011-03-25 12:04:00,2011-09-25 13:39:00,184,500.195
12546,1161.5,2,633,2011-09-23 09:44:00,2011-10-24 12:09:00,31,580.75
12547,383.58,3,309,2010-07-27 13:55:00,2011-05-26 12:38:00,302,127.86
12548,95.19999999999999,1,49,2011-06-26 15:35:00,2011-06-26 15:35:00,0,95.19999999999999
12549,1575.68,6,1366,2010-01-11 12:29:00,2010-05-13 12:05:00,121,262.61333333333334
12550,964.83,1,569,2011-09-21 14:35:00,2011-09-21 14:35:00,0,964.83
12551,168.0,1,100,2010-12-17 11:23:00,2010-12-17 11:23:00,0,168.0
12552,437.82,2,88,2011-10-31 12:11:00,2011-11-01 10:02:00,0,218.91
12553,4608.75,12,2325,2010-10-12 13:35:00,2011-12-01 16:38:00,415,384.0625
12554,468.5,1,240,2010-09-17 12:29:00,2010-09-17 12:29:00,0,468.5
12555,129.23,1,1,2010-01-26 16:26:00,2010-01-26 16:26:00,0,129.23
12556,599.56,2,355,2011-07-11 13:35:00,2011-10-20 13:06:00,100,299.78
12557,18096.14,8,6382,2009-12-17 10:39:00,2011-11-23 16:59:00,706,2262.0175
12558,269.96,1,196,2011-12-02 10:41:00,2011-12-02 10:41:00,0,269.96
12559,561.71,2,283,2011-01-24 10:12:00,2011-02-02 09:49:00,8,280.855
12560,2134.01,3,1110,2011-07-19 15:55:00,2011-12-04 13:54:00,137,711.3366666666667
12561,238.85,1,177,2011-02-10 11:39:00,2011-02-10 11:39:00,0,238.85
12562,4966.92,9,2327,2010-09-30 13:13:00,2011-12-01 17:20:00,427,551.88
12563,249.24,1,113,2010-10-27 09:52:00,2010-10-27 09:52:00,0,249.24
12564,456.90000000000003,1,133,2011-03-23 14:55:00,2011-03-23 14:55:00,0,456.90000000000003
12565,145.92000000000002,1,80,2011-02-24 10:34:00,2011-02-24 10:34:00,0,145.92000000000002
12566,351.65,1,265,2011-09-14 14:30:00,2011-09-14 14:30:00,0,351.65
12567,11767.48,15,5308,2010-02-11 10:30:00,2011-11-17 11:02:00,644,784.4986666666666
12568,70.0,1,48,2010-03-05 09:15:00,2010-03-05 09:15:00,0,70.0
12569,4124.6900000000005,32,1801,2011-04-01 13:47:00,2011-12-07 16:24:00,250,128.89656250000002
12570,77.52,1,1,2010-01-26 17:28:00,2010-01-26 17:28:00,0,77.52
12571,519.61,2,523,2011-08-10 12:35:00,2011-10-31 10:19:00,81,259.805
12572,1020.4200000000001,2,452,2011-10-19 08:20:00,2011-12-01 09:20:00,43,510.21000000000004
12573,717.41,5,479,2010-08-31 17:25:00,2011-04-26 15:52:00,237,143.482
12574,218.45000000000002,1,61,2011-01-28 09:20:00,2011-01-28 09:20:00,0,218.45000000000002
12575,622.82,2,315,2010-07-01 09:15:00,2010-09-08 13:09:00,69,311.41
12576,2142.7200000000003,8,1494,2010-07-01 13:46:00,2011-11-04 10:11:00,490,267.84000000000003
12577,1617.1,8,1191,2009-12-03 19:31:00,2011-11-04 13:24:00,700,202.1375
12578,4642.45,4,2380,2010-09-22 11:19:00,2011-11-18 13:30:00,422,1160.6125
12579,440.42,1,285,2011-09-22 17:15:00,2011-09-22 17:15:00,0,440.42
12580,1052.9,2,569,2010-05-12 11:45:00,2011-04-07 10:24:00,329,526.45
12581,197.71,1,161,2011-10-31 08:56:00,2011-10-31 08:56:00,0,197.71
12582,1980.4,4,985,2010-05-11 09:55:00,2011-04-15 08:45:00,338,495.1
12583,13591.58,27,8535,2009-12-06 11:57:00,2011-12-07 08:07:00,730,503.39185185185187
12584,2338.15,9,416,2011-03-04 15:15:00,2011-12-06 09:35:00,276,259.7944444444445
12585,2040.1,2,1279,2010-12-23 12:58:00,2011-04-19 13:39:00,117,1020.05
12586,2062.67,4,687,2009-12-16 13:15:00,2011-11-22 16:24:00,706,515.6675
12587,144.0,1,51,2011-12-02 12:47:00,2011-12-02 12:47:00,0,144.0
12588,958.78,4,438,2010-04-21 12:22:00,2011-10-31 15:01:00,558,239.695
12589,4695.66,8,1764,2010-01-19 12:26:00,2011-11-11 10:19:00,660,586.9575
12590,9864.26,2,4283,2011-05-12 14:46:00,2011-05-12 14:52:00,0,4932.13
12591,1338.95,3,653,2010-10-27 10:42:00,2011-01-26 14:35:00,91,446.31666666666666
12592,2582.66,5,1875,2010-07-08 14:06:00,2011-09-08 15:04:00,427,516.5319999999999
12593,418.1,3,206,2011-05-05 09:29:00,2011-08-23 12:43:00,110,139.36666666666667
12594,5090.110000000001,15,2768,2010-03-03 13:51:00,2011-11-02 12:20:00,608,339.3406666666667
12595,299.02,1,271,2010-07-23 09:10:00,2010-07-23 09:10:00,0,299.02
12596,618.27,2,474,2011-04-11 13:22:00,2011-10-19 13:02:00,190,309.135
12597,3811.22,4,2236,2011-03-16 14:00:00,2011-11-20 13:33:00,248,952.805
12598,4534.09,11,2906,2010-03-01 09:58:00,2011-11-30 12:18:00,639,412.19
12599,2296.72,13,2189,2010-05-11 10:42:00,2011-11-10 13:34:00,548,176.67076923076922
12600,4967.42,21,1383,2009-12-07 13:37:00,2011-11-11 10:29:00,703,236.54380952380953
12601,681.26,6,290,2010-10-31 10:57:00,2011-06-03 10:17:00,214,113.54333333333334
12602,153.12,1,162,2011-10-12 11:22:00,2011-10-12 11:22:00,0,153.12
12603,739.1999999999999,1,63,2011-11-18 10:42:00,2011-11-18 10:42:00,0,739.1999999999999
12604,254.18,2,201,2011-03-23 12:06:00,2011-09-21 14:08:00,182,127.09
12605,1232.95,4,929,2010-09-07 14:21:00,2010-11-28 14:18:00,81,308.2375
12606,21.0,1,1,2010-01-26 16:23:00,2010-01-26 16:23:00,0,21.0
12607,1579.51,1,1228,2011-10-10 16:06:00,2011-10-10 16:06:00,0,1579.51
12608,415.79,1,323,2010-10-31 10:49:00,2010-10-31 10:49:00,0,415.79
12609,3435.86,9,1553,2009-12-20 13:30:00,2011-09-22 16:34:00,641,381.76222222222225
12610,2099.54,5,1049,2011-08-05 13:52:00,2011-11-17 09:34:00,103,419.908
12611,1193.32,1,846,2011-10-18 13:12:00,2011-10-18 13:12:00,0,1193.32
12612,704.04,1,262,2011-09-26 15:35:00,2011-09-26 15:35:00,0,704.04
12613,6817.37,10,4157,2009-12-14 13:10:00,2011-10-13 14:59:00,668,681.737
12614,315.6,1,76,2011-03-07 10:22:00,2011-03-07 10:22:00,0,315.6
12615,5740.9800000000005,8,3317,2010-03-18 14:09:00,2011-12-07 15:02:00,629,717.6225000000001
12616,1131.1,3,498,2010-11-16 11:38:00,2011-09-05 15:17:00,293,377.0333333333333
12617,352.98,1,210,2011-11-10 14:39:00,2011-11-10 14:39:00,0,352.98
12618,177.31,1,96,2011-11-18 11:10:00,2011-11-18 11:10:00,0,177.31
12619,3781.38,10,3518,2010-05-28 12:52:00,2011-11-23 14:52:00,544,378.13800000000003
12620,1339.41,3,1181,2011-05-19 12:10:00,2011-11-25 10:20:00,189,446.47
12621,24311.2,35,13706,2010-02-09 12:01:00,2011-12-08 11:25:00,666,694.6057142857143
12622,180.1,1,69,2011-04-21 16:39:00,2011-04-21 16:39:00,0,180.1
12623,3747.84,7,1971,2010-01-12 11:45:00,2011-03-08 13:50:00,420,535.4057142857143
12624,641.13,2,355,2011-06-15 12:34:00,2011-08-25 15:04:00,71,320.565
12625,5164.88,4,3309,2010-04-22 11:33:00,2011-05-12 09:54:00,384,1291.22
12626,6620.4800000000005,9,3453,2011-01-17 11:01:00,2011-11-16 16:06:00,303,735.6088888888889
12627,4478.53,7,2752,2011-07-22 13:59:00,2011-11-29 12:07:00,129,639.79
12628,786.46,3,448,2011-10-06 09:28:00,2011-12-05 13:15:00,60,262.15333333333336
12629,1558.22,2,722,2010-10-12 16:40:00,2010-11-19 09:18:00,37,779.11
12630,1270.88,2,548,2011-10-27 10:41:00,2011-11-30 10:48:00,34,635.44
12631,3481.57,6,1607,2010-01-15 14:50:00,2011-10-13 13:53:00,635,580.2616666666667
12632,804.88,2,694,2010-05-24 09:07:00,2010-07-07 09:39:00,44,402.44
12633,5678.16,7,3238,2010-07-02 11:44:00,2011-10-12 11:40:00,466,811.1657142857142
12634,490.0,2,337,2010-06-09 15:41:00,2010-06-22 10:05:00,12,245.0
12635,2930.41,4,1949,2010-09-09 10:50:00,2011-09-11 11:04:00,367,732.6025
12636,141.0,1,1,2009-12-01 09:55:00,2009-12-01 09:55:00,0,141.0
12637,8283.81,12,4257,2010-06-14 13:36:00,2011-10-03 13:46:00,476,690.3175
12638,921.49,2,663,2010-03-10 10:30:00,2011-11-06 13:11:00,606,460.745
12639,1312.3700000000001,3,631,2010-03-22 09:05:00,2011-04-15 12:48:00,389,437.4566666666667
12640,1174.58,3,311,2011-09-19 12:01:00,2011-11-16 11:52:00,57,391.52666666666664
12641,185.9,1,72,2011-08-16 13:26:00,2011-08-16 13:26:00,0,185.9
12642,1013.26,3,552,2011-08-24 09:23:00,2011-11-14 15:03:00,82,337.75333333333333
12643,8304.82,12,4665,2010-04-07 14:16:00,2011-08-03 12:56:00,482,692.0683333333333
12644,1918.49,4,1032,2010-01-14 13:02:00,2011-08-02 10:33:00,564,479.6225
12645,3539.3,8,2125,2010-02-09 10:49:00,2011-11-06 12:38:00,635,442.4125
12646,1346.97,2,897,2011-10-21 12:52:00,2011-12-05 10:14:00,44,673.485
12647,16955.55,36,6633,2010-01-13 15:06:00,2011-11-17 12:56:00,672,470.98749999999995
